Merek,Model,Varian,Tahun,Transmisi,jarak_tempuh_max
Honda,Jazz,RS CVT,2017,Automatic Triptonic,30000.0
Mitsubishi,L300,Pick Up,2005,Manual,
Isuzu,Panther,2.5,1997,Manual,150000.0
Chevrolet,Trax,LTZ,2017,Automatic,20000.0
Nissan,Navara,2.5,2008,Automatic,200000.0
Suzuki,Swift,GX,2013,Automatic,45000.0
Suzuki,Jimny,Lain-lain,1986,Manual,65000.0
BMW,X3,xDrive20i xLine,2017,Automatic,10000.0
Chevrolet,Spin,1.3,2013,Manual,110000.0
BMW,Serie 6,640i,2014,Automatic Triptonic,20000.0
Mitsubishi,L300,Pick Up,2005,Manual,15000.0
Daihatsu,Xenia,X 1.3 Plus,2012,Manual,140000.0
Mitsubishi,L300,,2014,Manual,95000.0
Daihatsu,Ayla,X,2016,Manual,75000.0
Nissan,Grand livina,Lain-lain,2014,Manual,70000.0
Hyundai,New Tucson,Lain-lain,2012,Automatic,80000.0
KIA,Picanto,SE,2009,Manual,95000.0
Mazda,CX-5,Touring,2014,Automatic,50000.0
Mazda,8,2.3,2013,Automatic Triptonic,75000.0
Datsun,Go+,Panca T Style,2015,Manual,40000.0
Suzuki,APV,GX,2012,Manual,35000.0
Daihatsu,Xenia,Li,2008,Manual,15000.0
Daihatsu,Gran max Pick-up,Lain-lain,2017,Manual,15000.0
BMW,Serie 5,528i Luxury,2015,Automatic,50000.0
Ford,Escort,Titanium,2014,Automatic Triptonic,55000.0
Toyota,Avanza,G,2006,Manual,150000.0
Daihatsu,Gran max,Lain-lain,2010,Manual,255000.0
BMW,X1,sDrive18i xLine,2015,Automatic Triptonic,15000.0
Honda,Brio,E,2017,Automatic,15000.0
Mercedes-Benz,ML-Class,ML400,2015,Automatic,40000.0
KIA,Picanto,SE 2,2013,Manual,80000.0
Ford,Fiesta,Sport,2014,Automatic Triptonic,45000.0
BMW,X5,Lain-lain,2010,Automatic,85000.0
Lexus,LX,570,2011,Automatic,185000.0
Suzuki,Ertiga,GL,2013,Manual,70000.0
Ford,Fiesta,Sport,2013,Automatic Triptonic,50000.0
Nissan,Livina,X-Gear,2013,Automatic,85000.0
Ford,Everest,XLT,2009,Automatic,140000.0
Suzuki,Karimun,DX,2000,Manual,170000.0
Toyota,Innova,G,2016,Automatic Triptonic,35000.0
Isuzu,Grand touring,,2007,Manual,
Chevrolet,Spin,LS,2013,Manual,35000.0
Datsun,Go+,Lain-lain,2017,Manual,45000.0
Peugeot,806,HDI,2001,Manual,120000.0
BMW,Serie 3,320i,2005,Automatic Triptonic,125000.0
Datsun,Go,Panca T Active,2016,Manual,15000.0
Daihatsu,Xenia,M 1.0 Deluxe,2012,Manual,90000.0
Hyundai,Avega,,2013,Manual,45000.0
DFSK (Dongfeng Sokon),Super Cab,1.5L,2019,Manual,15000.0
Mobil CBU,Mobil CBU Lainnya,Lain-lain,2001,Automatic Triptonic,25000.0
Toyota,Etios,G,2015,Manual,35000.0
Suzuki,Sidekick,1.6,1997,Manual,35000.0
Hyundai,Santa Fe,,2015,Automatic Triptonic,45000.0
Honda,CR-V,,2015,Manual,25000.0
Toyota,Avanza,S,2010,Manual,165000.0
Isuzu,Panther,2.5,1997,Manual,185000.0
Mercedes-Benz,E-Class,E240,2003,Automatic,150000.0
Ford,Fiesta,Trend,2011,Automatic,65000.0
Nissan,March,1.2L,2013,Manual,105000.0
Nissan,Grand livina,Lain-lain,2010,Automatic,85000.0
Proton,Exora,CPS Supreme,2010,Automatic,80000.0
Chevrolet,Spin,LTZ,2013,Automatic,90000.0
Datsun,Go+,Panca T Opt,2017,Manual,20000.0
Suzuki,Carry,WD,1994,Manual,75000.0
Mazda,2,R,2011,Automatic,80000.0
Volvo,Lain-lain,Lain-lain,1993,Automatic,105000.0
Chevrolet,Spin,LTZ,2014,Automatic Triptonic,85000.0
Mini Cooper,Mini Cooper,Lain-lain,2015,Automatic Triptonic,20000.0
Mercedes-Benz,C-Class,C200,2010,Automatic Triptonic,75000.0
Mitsubishi,Triton,HDX,2015,Manual,80000.0
BMW,Serie 3,318i 1.8,1989,Manual,225000.0
Chevrolet,Captiva,Lain-lain,2011,Automatic,185000.0
Hyundai,Getz,Lain-lain,2004,Manual,130000.0
Mini Cooper,Mini Cooper,Lain-lain,2017,Automatic,10000.0
Ford,Ranger,XLT,2004,Manual,5000.0
Chevrolet,Spin,LTZ,2013,Manual,40000.0
Mazda,RX-8,Spirit R,2012,Automatic,35000.0
Chevrolet,Captiva,Lain-lain,2011,Automatic,80000.0
Mitsubishi,Galant,V6-24,2001,Automatic,130000.0
Chevrolet,Aveo,LT,2012,Automatic,40000.0
Toyota,Avanza,G,2014,Automatic,75000.0
Peugeot,307,Sporty XS,2002,Automatic Triptonic,185000.0
Isuzu,Panther,LM,2013,Manual,90000.0
KIA,Pride,1.4,2007,Manual,20000.0
Ford,Ranger,Base,2011,Manual,130000.0
Nissan,Evalia,XV,2014,Manual,35000.0
Nissan,X-Trail,,2015,Automatic,60000.0
Mercedes-Benz,Lain-lain,Lain-lain,2014,Manual,
Mitsubishi,Pajero Sport,Dakar 2.4,2016,Automatic,70000.0
Toyota,Innova,G,2012,Manual,30000.0
Mitsubishi,Strada Triton,HD-X,2014,Manual,180000.0
Isuzu,Lain-lain,Lain-lain,2011,Manual,75000.0
Mitsubishi,Pajero Sport,Dakar 2.4,2016,Automatic,45000.0
Mazda,2,GT,2016,Automatic,25000.0
Mercedes-Benz,C-Class,C200,2013,Automatic,40000.0
Wuling,Cortez,1.8,2018,Automatic,20000.0
Mercedes-Benz,E-Class,E320,1996,Automatic,130000.0
Mitsubishi,Pajero Sport,Exceed,2010,Automatic,130000.0
Mercedes-Benz,A-Class,A150,2006,Manual,60000.0
BMW,X1,sDrive18i xLine,2018,Automatic Triptonic,10000.0
BMW,Serie 3,318i,2002,Automatic Triptonic,140000.0
Volvo,S80,2.4 T Sedan,2002,Automatic Triptonic,15000.0
Suzuki,Ertiga,,2019,Manual,5000.0
Mitsubishi,Galant,V6-24,1996,Manual,50000.0
KIA,Rio,1.5,2013,Manual,65000.0
Honda,Freed,A,2012,Automatic,125000.0
Isuzu,Panther,2.3,1994,Manual,120000.0
BMW,Serie 3,328i 2.0 Sport,2013,Automatic Triptonic,90000.0
Mercedes-Benz,C-Class,C200,2009,Automatic Triptonic,60000.0
Mazda,CX-5,Elite,2017,Automatic,35000.0
Daihatsu,Gran max,Lain-lain,2016,Manual,80000.0
Honda,Jazz,RS CVT,2015,Automatic,40000.0
Mercedes-Benz,S-Class,S350 L,2008,Automatic Triptonic,70000.0
Hyundai,Grand Avega,GL,2011,Automatic,20000.0
Mazda,BT-50,Lain-lain,2012,Manual,55000.0
Mercedes-Benz,CLA-Class,CLA200,2014,Automatic,25000.0
Mazda,Lain-lain,Lain-lain,2009,Automatic,45000.0
Mazda,2,V,2015,Automatic Triptonic,80000.0
Daihatsu,Xenia,X,2016,Manual,50000.0
Isuzu,Panther,2.5,2007,Manual,90000.0
Honda,Civic,Turbo 1.5,2017,Automatic Triptonic,10000.0
Honda,Jazz,S,2011,Automatic,40000.0
Daihatsu,Terios,TS,2011,Automatic,115000.0
Timor,DOHC,1.5,1999,Manual,5000.0
Fiat,Lain-lain,Lain-lain,1985,Manual,20000.0
Daihatsu,Terios,TX Adventure,2012,Automatic,70000.0
Suzuki,Ertiga,GL,2016,Manual,20000.0
Mazda,2,R,2012,Manual,90000.0
Isuzu,Panther,2.5,1996,Automatic Triptonic,50000.0
Volkswagen,Golf,Lain-lain,1985,Manual,
Daihatsu,Gran max,Lain-lain,2014,Manual,25000.0
Honda,Civic,1.8L,2009,Automatic Triptonic,75000.0
KIA,Sportage,EX,2012,Automatic,75000.0
Chery,QQ,Compact City,2010,Manual,85000.0
Honda,CR-V,2.4,2007,Automatic,100000.0
Dodge,Journey,SXT,2012,Automatic,70000.0
Daihatsu,Xenia,M 1.0 Sporty,2012,Manual,25000.0
Chevrolet,Spin,LTZ,2015,Automatic Triptonic,100000.0
Hino,Dutro,Truck,2014,Manual,90000.0
Mitsubishi,Outlander,,2014,Automatic Triptonic,65000.0
Hyundai,H-100,T2 2.6L,2017,Manual,10000.0
BMW,X1,sDrive18i,2018,Automatic Triptonic,5000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2011,Automatic Triptonic,105000.0
Mercedes-Benz,SLK-Class,SLK200,2011,Automatic,30000.0
Ford,Ranger,XLT-D,2010,Automatic,140000.0
Nissan,Grand livina,Lain-lain,2017,Automatic,45000.0
Datsun,Go,Panca A,2016,Manual,5000.0
Suzuki,Katana,1.0,1989,Manual,45000.0
Hummer,H3,L5 3.5,2008,Automatic,25000.0
Hyundai,Grand Avega,Lain-lain,2013,Automatic,30000.0
Honda,CR-V,2.4,2010,Automatic Triptonic,15000.0
BMW,Serie 5,528i E39 2.8,1997,Automatic Triptonic,135000.0
Volkswagen,Combi,1.6,1985,Manual,45000.0
Chevrolet,Kalos,1.4,2012,Manual,185000.0
BMW,Serie 3,318i 1.8,2001,Automatic,175000.0
Isuzu,Panther,Pick Up Diesel,2012,Manual,70000.0
Toyota,Yaris,E,2010,Manual,100000.0
Daihatsu,Xenia,R 1.3 DLX,2013,Manual,105000.0
Mercedes-Benz,C-Class,C200,1995,Manual,55000.0
Daihatsu,Xenia,R 1.3 Sporty,2013,Manual,105000.0
Nissan,March,1.2L,2013,Automatic,80000.0
Chevrolet,Lain-lain,Lain-lain,2010,Manual,205000.0
Daihatsu,Xenia,,2011,Manual,135000.0
BMW,X1,sDrive20d,2010,Automatic Triptonic,55000.0
Mitsubishi,Xpander,SPORT A/T,2018,Automatic,25000.0
Daihatsu,Xenia,Li,2009,Manual,200000.0
Volkswagen,Golf,MkVII 1.4 TSI,2014,Automatic Triptonic,60000.0
Mitsubishi,Pajero Sport,,2019,Manual,5000.0
Mitsubishi,Lancer,1.5,1992,Manual,80000.0
Mitsubishi,L300,Pick Up,2014,Manual,5000.0
Mitsubishi,L300,Minibus Standart,1992,Manual,105000.0
Mobil CBU,Mobil CBU Lainnya,Lain-lain,2017,Manual,5000.0
Chevrolet,Aveo,LT,2014,Automatic,55000.0
Datsun,Go+,Panca T Opt,2015,Manual,15000.0
Hyundai,Verna,Lain-lain,2002,Manual,20000.0
Mitsubishi,Pajero Sport,Exceed,2010,Automatic,100000.0
Datsun,Go+,Panca T,2014,Manual,50000.0
Suzuki,Baleno,1.5,2006,Manual,100000.0
Hyundai,Santa Fe,Dspec,2013,Automatic Triptonic,60000.0
Mitsubishi,Lancer,SL,1991,Manual,150000.0
Hino,Dutro,300 Series,2013,Manual,95000.0
Mazda,2,RZ,2012,Automatic,95000.0
Mercedes-Benz,C-Class,C240,2004,Automatic,105000.0
Chevrolet,Captiva,,2013,Automatic Triptonic,90000.0
BMW,Serie 3,318i E36 1.8,1992,Manual,70000.0
Mazda,2,R,2018,Automatic,10000.0
Honda,Brio,RS 1.2,2019,Manual,5000.0
Chevrolet,Lain-lain,Lain-lain,1985,Manual,
Honda,HR-V,E CVT,2018,Automatic,20000.0
BMW,Serie 3,320i,2009,Automatic,125000.0
Daihatsu,Gran max,Lain-lain,2017,Manual,30000.0
BMW,Serie 5,520i,2013,Automatic,20000.0
Mercedes-Benz,S-Class,S300 L,2011,Automatic,35000.0
Toyota,Agya,TRD Sportivo,2015,Automatic,65000.0
Daihatsu,Luxio,X,2015,Manual,65000.0
KIA,Picanto,A/T Option,2005,Automatic,30000.0
Hyundai,Avega,GX,2012,Automatic Triptonic,80000.0
Peugeot,206,XS,2003,Automatic,115000.0
Subaru,Outback,Lain-lain,2013,Automatic Triptonic,80000.0
Toyota,Innova,G,2011,Manual,105000.0
Mercedes-Benz,C-Class,C280,2009,Automatic,30000.0
Land Rover,Range Rover Evoque,Dynamic Luxury Si4,2012,Automatic Triptonic,20000.0
Toyota,Corolla Altis,G 1.8,2004,Manual,200000.0
Daihatsu,Terios,Extra X,2015,Manual,45000.0
Toyota,Agya,TRD Sportivo,2017,Manual,25000.0
Suzuki,Karimun,GX,2014,Manual,5000.0
Daihatsu,Sigra,,2019,Manual,5000.0
Volkswagen,Tiguan,TSI,2008,Automatic,100000.0
Toyota,Yaris,E,2009,Manual,125000.0
Mitsubishi,Mirage,Exceed,2013,Automatic,105000.0
Suzuki,Grand vitara,,2007,Manual,145000.0
Suzuki,Carry,Lain-lain,1990,Manual,40000.0
Mazda,2,Lain-lain,2013,Automatic,85000.0
Mitsubishi,Mirage,Exceed,2012,Manual,115000.0
Isuzu,Panther,LM,2002,Manual,65000.0
Datsun,Go+,Panca T,2015,Manual,80000.0
Mazda,2,R,2011,Manual,95000.0
Daihatsu,Sigra,,2019,Automatic Triptonic,5000.0
Chevrolet,Trooper,2.3,1994,Manual,45000.0
Audi,Audi A4,2.0 Sedan,2017,Automatic,20000.0
Honda,CR-V,2.0 i-VTEC,2013,Automatic Triptonic,30000.0
Suzuki,Carry Pick-up,,2019,Manual,5000.0
Mercedes-Benz,E-Class,E280,2008,Automatic Triptonic,80000.0
Honda,Jazz,RS,2010,Automatic Triptonic,115000.0
BMW,Serie 3,320i Sport,2016,Automatic Triptonic,30000.0
BMW,Serie 3,320i Sport,2014,Automatic,25000.0
Hyundai,Getz,Lain-lain,2004,Manual,85000.0
KIA,Picanto,A/T,2013,Automatic,40000.0
Peugeot,307,SW HDI,2004,Manual,160000.0
Aston Martin,DB11,V12,2012,Manual,15000.0
Isuzu,Panther,LM,2006,Manual,155000.0
BMW,Serie 3,318i E46 Facelift 2.0,2004,Automatic Triptonic,95000.0
Toyota,Avanza,Veloz,2013,Automatic,70000.0
Toyota,Yaris,J,2011,Manual,105000.0
BMW,Serie 7,,2012,Automatic,45000.0
Chevrolet,Spin,LT,2014,Manual,55000.0
Mercedes-Benz,C-Class,C200,2012,Automatic Triptonic,55000.0
BMW,Serie 5,,2014,Automatic,40000.0
Mazda,CX-5,Grand Touring,2013,Automatic,70000.0
Mazda,CX-5,Sport,2014,Automatic Triptonic,70000.0
Isuzu,Panther,2.5,1998,Manual,40000.0
Toyota,Calya,G,2018,Automatic,30000.0
BMW,Serie 5,528i Luxury,2016,Automatic Triptonic,30000.0
Isuzu,Panther,LS Hi Grade,2001,Automatic,190000.0
Mini Cooper,Mini Cooper,Lain-lain,2015,Automatic,20000.0
Suzuki,Ertiga,GL,2012,Manual,90000.0
Mazda,2,R,2014,Manual,30000.0
Mitsubishi,Pajero Sport,Dakar 2.4,2017,Automatic,40000.0
Honda,CR-V,Lain-lain,2018,Automatic Triptonic,15000.0
Hyundai,i20,SG,2009,Manual,105000.0
Toyota,Avanza,G,2011,Automatic,85000.0
Daihatsu,Terios,R,2018,Manual,30000.0
Mitsubishi,Xpander,,2019,Automatic,5000.0
Honda,CR-V,2.4,2009,Automatic,90000.0
Daihatsu,Xenia,R 1.3 STD,2015,Manual,50000.0
Daihatsu,Xenia,R,2016,Manual,30000.0
Suzuki,Ertiga,Lain-lain,2017,Manual,60000.0
Nissan,Grand livina,Lain-lain,2007,Automatic,175000.0
KIA,Rio,,2014,Automatic Triptonic,40000.0
Mitsubishi,Xpander,EXCEED A/T,2018,Automatic,25000.0
Honda,Mobilio,E,2017,Manual,35000.0
Isuzu,Panther,LM,2007,Manual,160000.0
BMW,Serie 3,320i,1994,Manual,190000.0
Mazda,Astina,Lain-lain,1991,Manual,35000.0
Datsun,Go+,Panca T Opt,2014,Manual,75000.0
BMW,Serie 3,318i E46 1.8,2000,Automatic,205000.0
KIA,Carnival,GS,2001,Automatic,30000.0
Mini Cooper,Mini Cooper,Lain-lain,2012,Automatic,70000.0
Suzuki,Ertiga,GX,2017,Manual,45000.0
Daihatsu,Ayla,X,2014,Manual,35000.0
KIA,Picanto,SE,2012,Automatic,75000.0
BMW,X1,sDrive18i xLine,2013,Automatic Triptonic,65000.0
Mazda,CX-5,Urban,2015,Automatic,55000.0
Honda,Civic,Lain-lain,1997,Manual,100000.0
Nissan,Serena,HWS,2013,Automatic,85000.0
Nissan,Grand livina,Lain-lain,2012,Automatic,55000.0
Mini Cooper,Mini Cooper,Lain-lain,2010,Automatic,75000.0
Daihatsu,Ayla,X,2015,Manual,45000.0
Mercedes-Benz,C-Class,,2005,Automatic,75000.0
Mercedes-Benz,SLK-Class,SLK200,2012,Automatic,25000.0
Isuzu,Panther,Pick Up 2.5,2006,Manual,10000.0
Ford,Fiesta,Sport,2014,Automatic,95000.0
Hyundai,Santa Fe,,2016,Automatic Triptonic,30000.0
Suzuki,Grand vitara,Lain-lain,2006,Manual,110000.0
Daihatsu,Espass,Lain-lain,1997,Manual,25000.0
Honda,CR-V,,2008,Automatic,120000.0
Hyundai,Santa Fe,V6 2.7,2008,Automatic,95000.0
Mazda,2,RZ,2012,Automatic,80000.0
Volkswagen,Polo,TSI 1.2,2017,Automatic,20000.0
Mazda,2,R,2012,Automatic,65000.0
BMW,Serie 3,325i,2004,Automatic Triptonic,105000.0
Chevrolet,Captiva,,2011,Automatic,65000.0
Chevrolet,Spin,LTZ,2013,Automatic Triptonic,95000.0
Hino,Dutro,300 Series,2018,Manual,15000.0
Mazda,CX-5,Grand Touring,2013,Automatic,50000.0
Hyundai,Getz,Lain-lain,2005,Manual,125000.0
KIA,Travello,Lain-lain,2009,Manual,110000.0
Volkswagen,Scirocco,R,2013,Automatic Triptonic,45000.0
Isuzu,Panther,2.5,1997,Manual,45000.0
Mitsubishi,Lancer,Lain-lain,1991,Manual,260000.0
Suzuki,Ertiga,GX,2013,Manual,90000.0
Nissan,Grand livina,Lain-lain,2013,Automatic,135000.0
Nissan,Serena,HWS,2013,Automatic Triptonic,90000.0
BMW,Serie 3,320i E90 LCI,2012,Automatic Triptonic,40000.0
Toyota,Agya,G,2015,Automatic,70000.0
Hyundai,Excel,Lain-lain,2003,Manual,50000.0
Ford,laser,Lain-lain,1985,Manual,65000.0
Honda,City,VTEC,2007,Manual,85000.0
KIA,Rio,Hatchback,2012,Automatic Triptonic,85000.0
Toyota,Yaris,S,2011,Manual,85000.0
Honda,Jazz,RS M/T,2017,Manual,55000.0
Proton,Savvy,Lain-lain,2009,Manual,120000.0
BMW,Serie 3,320i Business Edition,2008,Automatic,105000.0
Mazda,Biante,2.0,2012,Automatic,85000.0
Honda,Freed,E,2016,Automatic,75000.0
Isuzu,MU-X,2.5 L AT,2015,Automatic,60000.0
KIA,Picanto,SE,2012,Manual,90000.0
Toyota,Fortuner,VRZ,2018,Automatic,35000.0
Chevrolet,Spin,LTZ,2014,Manual,70000.0
Proton,Lain-lain,Lain-lain,2009,Manual,105000.0
Suzuki,Ignis,GX AT ,2018,Automatic,15000.0
Land Rover,Range Rover Evoque,Dynamic Luxury Si4,2013,Automatic Triptonic,20000.0
Toyota,Yaris,E,2008,Manual,140000.0
Mitsubishi,Pajero Sport,Dakar 2.4,2017,Automatic Triptonic,10000.0
Honda,Civic,1.5,2016,Automatic,25000.0
Isuzu,Panther,Pick Up Diesel,1993,Manual,225000.0
BMW,Serie 3,320i Sport,2016,Automatic,30000.0
Mazda,2,GT,2015,Automatic Triptonic,65000.0
Volkswagen,Beetle,1.2,2018,Automatic,5000.0
Suzuki,Grand vitara,Lain-lain,2012,Automatic Triptonic,70000.0
Datsun,Go+,Panca A,2017,Manual,55000.0
Toyota,Rush,TRD Sportivo Ultimo,2016,Manual,50000.0
Daihatsu,Xenia,R 1.3 DLX,2016,Automatic,65000.0
Isuzu,Panther,2.5,1996,Manual,160000.0
Nissan,Serena,HWS,2016,Automatic Triptonic,85000.0
Mitsubishi,L300,Pick Up,2015,Manual,15000.0
Mazda,CX-5,Grand Touring,2014,Automatic,50000.0
Ford,Ecosport,,2014,Automatic,55000.0
Mazda,CX-5,Grand Touring,2015,Automatic Triptonic,40000.0
Mazda,CX-5,Urban,2014,Automatic Triptonic,70000.0
Hyundai,Sonata,GLS,2000,Automatic,100000.0
Datsun,Go,Panca T,2016,Manual,30000.0
Daihatsu,Luxio,X,2011,Automatic,105000.0
Hino,Ranger,Lain-lain,2001,Manual,65000.0
Peugeot,408,408,2013,Automatic Triptonic,70000.0
Daihatsu,Gran max Pick-up,Lain-lain,2015,Manual,35000.0
Nissan,Grand livina,Lain-lain,2016,Manual,75000.0
BMW,Serie 3,320i,2013,Automatic,60000.0
Suzuki,Ignis,GX AT ,2017,Automatic,25000.0
Suzuki,Ertiga,GX,2013,Manual,50000.0
Ford,Ecosport,Titanium,2015,Automatic,65000.0
Nissan,Livina,Lain-lain,2012,Manual,105000.0
Mercedes-Benz,E-Class,E200,2011,Automatic,85000.0
Chevrolet,Captiva,,2014,Automatic,65000.0
Datsun,Go+,Panca T Opt,2016,Manual,55000.0
Daihatsu,Ayla,Lain-lain,2019,Manual,5000.0
Mitsubishi,Strada Triton,2.5 Manual,2012,Manual,105000.0
BMW,Serie 3,328i 2.0 Sport,2013,Automatic Triptonic,55000.0
Daihatsu,Taruna,FL,2005,Manual,
Citroen,BX,Lain-lain,1986,Manual,205000.0
Mitsubishi,Colt,Box 3.3,2010,Manual,100000.0
Isuzu,Panther,2.3,1994,Manual,40000.0
Suzuki,Ertiga,GX,2013,Manual,50000.0
Mercedes-Benz,E-Class,E250,2010,Automatic Triptonic,105000.0
Daihatsu,Sirion,D Drift,2014,Automatic,40000.0
Honda,Jazz,i-DSI,2005,Automatic,125000.0
Datsun,Go+,Panca T Style,2015,Manual,40000.0
Mazda,Biante,2.0 SKYACTIV,2015,Automatic,55000.0
Ford,Ranger,Base,2003,Manual,25000.0
Chevrolet,Aveo,LT,2012,Automatic,90000.0
Volvo,S60,Lain-lain,2006,Automatic,295000.0
Honda,CR-V,2.4,2007,Automatic,115000.0
Mitsubishi,Pajero Sport,Dakar,2018,Automatic Triptonic,15000.0
Mazda,CX-5,Touring,2014,Automatic,75000.0
Mitsubishi,Pajero Sport,Exceed,2011,Automatic,95000.0
Mercedes-Benz,E-Class,E200,2013,Automatic,50000.0
Suzuki,Ertiga,GL,2012,Manual,70000.0
Toyota,Rush,G,2014,Manual,100000.0
Mitsubishi,Xpander,,2019,Manual,5000.0
BMW,Serie 3,318i 2.0,1995,Manual,115000.0
Mercedes-Benz,C-Class,C250,2016,Automatic,15000.0
Mercedes-Benz,C-Class,C200K,2017,Automatic,10000.0
Toyota,Avanza,E,2011,Automatic,70000.0
Chevrolet,Captiva,Lain-lain,2010,Automatic Triptonic,130000.0
Chevrolet,Spin,LTZ,2015,Manual,75000.0
Toyota,Avanza,E,2013,Manual,105000.0
Nissan,Serena,HWS,2015,Automatic,120000.0
Mazda,CX-5,Touring,2016,Automatic,45000.0
Honda,HR-V,E CVT,2018,Automatic Triptonic,25000.0
Nissan,Evalia,ST,2013,Manual,75000.0
KIA,Picanto,Lain-lain,2009,Manual,10000.0
Mercedes-Benz,E-Class,E260,2004,Automatic,115000.0
Peugeot,107,Lain-lain,2012,Automatic Triptonic,30000.0
Volkswagen,Golf,FSI,2004,Automatic,100000.0
Volkswagen,Beetle,1.2,2012,Automatic Triptonic,25000.0
Isuzu,Panther,2.3,1996,Manual,30000.0
Toyota,Altis,G,2010,Automatic Triptonic,75000.0
Honda,HR-V,,2015,Automatic,40000.0
Mercedes-Benz,A-Class,A200,2013,Automatic Triptonic,20000.0
Jeep,Wrangler ,Sahara CRD,2011,Automatic,15000.0
Opel,Blazer,Montera LN,2000,Manual,
Ford,laser,Lain-lain,1985,Manual,20000.0
Suzuki,Katana,1.0,2002,Manual,105000.0
KIA,Rio,Lain-lain,2005,Manual,105000.0
Daihatsu,Xenia,R 1.3 Attivo,2012,Manual,85000.0
Nissan,X-Trail,Lain-lain,2012,Automatic Triptonic,105000.0
Mitsubishi,L300,Pick Up,2009,Manual,240000.0
Honda,Jazz,RS CVT,2016,Automatic,55000.0
Suzuki,Carry Pick-up,Lain-lain,2019,Manual,5000.0
Mercedes-Benz,C-Class,C240,2004,Automatic Triptonic,115000.0
Mazda,2,R,2013,Automatic,60000.0
Chevrolet,Captiva,Lain-lain,2010,Automatic,135000.0
Chevrolet,Captiva,Lain-lain,2015,Automatic Triptonic,45000.0
Chevrolet,Captiva,Lain-lain,2010,Automatic,90000.0
Mazda,CX-5,Grand Touring,2016,Automatic,30000.0
Datsun,Cross,Lain-lain,2018,Automatic,10000.0
Chevrolet,Trax,Lain-lain,2018,Automatic Triptonic,15000.0
Hyundai,Grand Avega,Facelift,2015,Automatic,85000.0
Chevrolet,Captiva,Lain-lain,2008,Automatic Triptonic,90000.0
Maserati,Quatrroporte,Lain-lain,2008,Automatic,15000.0
Ford,Ecosport,Titanium,2015,Automatic,45000.0
KIA,Picanto,M/T,2013,Manual,50000.0
Daihatsu,Xenia,M 1.0 STD,2015,Manual,40000.0
Mitsubishi,Xpander,ULTIMATE A/T,2018,Automatic,10000.0
BMW,Serie 3,320i,2014,Automatic Triptonic,40000.0
Volkswagen,Kodok,Lain-lain,1985,Manual,95000.0
Mercedes-Benz,E-Class,E250,2014,Automatic Triptonic,40000.0
Toyota,Agya,G,2016,Manual,45000.0
Suzuki,Karimun,Estilo,2007,Manual,100000.0
Mazda,2,R,2011,Automatic,65000.0
Chevrolet,Optra,Lain-lain,2004,Automatic,115000.0
Ford,Lain-lain,Lain-lain,2010,Automatic Triptonic,15000.0
Mini Cooper,Mini Cooper,Lain-lain,2015,Automatic,15000.0
BMW,Serie 3,318i E46 1.8,2004,Automatic Triptonic,75000.0
Suzuki,Swift,GX,2013,Automatic,45000.0
Mini Cooper,Mini Cooper,Lain-lain,2015,Automatic,25000.0
Mitsubishi,T120SS,Pick Up,2016,Manual,65000.0
Suzuki,Carry,WD,2001,Manual,100000.0
Mitsubishi,Pajero Sport,Exceed,2014,Automatic,65000.0
Mercedes-Benz,C-Class,C230,2007,Automatic Triptonic,70000.0
Honda,Brio,E,2016,Automatic,10000.0
Nissan,Serena,HWS,2015,Automatic,50000.0
Suzuki,Aerio,Lain-lain,2004,Automatic,200000.0
Honda,Mobilio,E,2014,Manual,50000.0
Mitsubishi,Pajero Sport,Exceed,2010,Automatic Triptonic,100000.0
KIA,Visto,Lain-lain,2003,Automatic,105000.0
KIA,Picanto,SE,2012,Manual,55000.0
Daihatsu,Taruna,CSX,2002,Manual,50000.0
Hyundai,Trajet,GLS,2000,Manual,160000.0
Nissan,Grand livina,Lain-lain,2011,Manual,170000.0
Mitsubishi,Mirage,GLS,2016,Automatic,45000.0
Suzuki,Ignis,GL MT ,2017,Manual,15000.0
Mercedes-Benz,C-Class,C230,2007,Automatic,
Proton,Exora,CPS FL,2013,Automatic,80000.0
Subaru,Impreza,2.0i-S,2012,Automatic,85000.0
Mercedes-Benz,GLC-Class,GLC250,2017,Automatic Triptonic,35000.0
Daihatsu,Sigra,1.2 R,2016,Manual,30000.0
KIA,Rio 5 Door,LX+ MT,2013,Manual,95000.0
Hummer,H3,Lain-lain,2011,Automatic Triptonic,20000.0
Daihatsu,Sigra,1.2 R,2018,Manual,25000.0
Timor,DOHC,1.5,1997,Manual,130000.0
Mitsubishi,Xpander,ULTIMATE A/T,2018,Automatic,10000.0
Honda,CR-V,2.4 Prestige,2013,Automatic Triptonic,45000.0
Volkswagen,Scirocco,R,2014,Automatic Triptonic,25000.0
KIA,Carnival,GS,2000,Automatic,15000.0
Suzuki,Katana,Lain-lain,1994,Manual,10000.0
Chevrolet,Captiva,Lain-lain,2011,Automatic,85000.0
Chery,New QQ,1.0 MT,2008,Manual,60000.0
Mercedes-Benz,E-Class,E300,2010,Automatic,50000.0
BMW,Serie 5,528i F10 Facelift 2.0,2014,Automatic Triptonic,45000.0
Suzuki,Splash,GL,2010,Manual,90000.0
Mazda,2,Limited Edition,2014,Automatic,75000.0
Nissan,Grand livina,Lain-lain,2013,Automatic,115000.0
Mazda,2,R,2017,Automatic Triptonic,30000.0
